Organism,Condition,rootFolder,trackFolder,trackFile,Tmin,Tmax
Sea cucumber,No light,F:\HopkinsEmbroyologyCourse_GoodData\2018_06_07\SeaCucumber,seacucmber4_auto_verylong_goodtrack,track_mod.csv,0,0
Sea cucumber,No light,F:\HopkinsEmbroyologyCourse_GoodData\2018_06_07\SeaCucumber,seacucmber9_Auto,track_mod.csv,0,0
