Organism,Condition,rootFolder,trackFolder,trackFile,Tmin,Tmax
Ceratium_sp_Fork,Ambient light,H:\2019 Monterey Trip\GM_v2_Berg_DataBackup\2019_08_22\Trumpet,track2,track001.csv,0,0
Ceratium_sp_Fork,Ambient light,H:\2019 Monterey Trip\GM_v2_Berg_DataBackup\2019_08_22\Trumpet,track2,track002.csv,0,0
Ceratium_sp_Fork,Ambient light,H:\2019 Monterey Trip\GM_v2_Berg_DataBackup\2019_08_22\Trumpet,track5,track001.csv,0,0
Ceratium_sp_Fork,Ambient light,H:\2019 Monterey Trip\GM_v2_Berg_DataBackup\2019_08_22\Trumpet,track6,track000.csv,0,0
Ceratium_sp_Fork,Ambient light,H:\2019 Monterey Trip\GM_v2_Berg_DataBackup\2019_08_22\Trumpet,track7,track000.csv,0,0
Ceratium_sp_Fork,Ambient light,H:\2019 Monterey Trip\GM_v2_Berg_DataBackup\2019_08_22\Trumpet,track9,track000.csv,0,0
